,lat,lon,reason,name,dia,year,season
1038,51.16819305,6.863565584,Abgestorben,Robinie,170,2019,so
1039,51.16822716,6.863143152,Abgestorben,Robinie,130,2019,so
1040,51.16823836,6.8630276210000005,Abgestorben,Robinie,100,2019,so
1041,51.16279537,6.877199012999999,Stammschaden,Schwarz-Pappel,285,2019,so
1042,51.21617747,6.85202037,Sturmschaden,Sandbirke,30,2019,so
1043,51.19460639,6.860932462999999,Absterbend,Weide,50,2019,so
1044,51.20640018,6.854251422000001,Absterbend,Kirsche,90,2019,so
1045,51.21648768,6.856748307,Morschung,Weide,90,2019,so
1046,51.27541187,6.778006157,Morschung,Weide,350,2019,so
1047,51.27764688,6.773734021,Pilzbefall,Spitzahorn,60,2019,so
1048,51.27770639,6.773889017999999,Stammschaden,Weide,160,2019,so
1049,51.19309802,6.786049949,Pilzbefall,Robinie,180,2019,so
1050,51.18420322,6.82132969,Pilzbefall,Baumhasel,97,2019,so
1051,51.23985419,6.738447568,Sturmschaden,Hainbuche,120,2019,so
1052,51.23148778,6.741698126,Abgestorben,Weißdorn,90,2019,so
1053,51.20498599,6.7675125220000005,Abgestorben,Schwedische Mehlbeere,73,2019,so
1054,51.20590771,6.767241733,Abgestorben,Weißdorn,67,2019,so
1055,51.206461600000004,6.765370604,Abgestorben,Weißdorn,58,2019,so
1056,51.20655422,6.765567562,Abgestorben,Weißdorn,84,2019,so
1057,51.20613219,6.751944556000001,Abgestorben,Bergahorn,106,2019,so
1058,51.21342393,6.753448833999999,Abgestorben,rote Rosskastanie,95,2019,so
1059,51.21357385,6.753706157000001,Abgestorben,rote Rosskastanie,68,2019,so
1060,51.21324452,6.75281764,Abgestorben,rote Rosskastanie,70,2019,so
1061,51.2433088,6.802184411,Trocken,Kirsche,36,2019,so
1062,51.26985813,6.735911115,Abgestorben,Fichte,110,2019,so
1063,51.26959449,6.734877344,Abgestorben,Kirsche,130,2019,so
1064,51.26957771,6.734893222999999,Abgestorben,Kirsche,145,2019,so
1065,51.26955819,6.734869954,Abgestorben,Kirsche,90,2019,so
1066,51.2695893,6.734901829,Abgestorben,Kirsche,150,2019,so
1067,51.26949173,6.734879245,Abgestorben,Waldkiefer,139,2019,so
1068,51.26947366,6.734828664,Abgestorben,Waldkiefer,125,2019,so
1069,51.2694865,6.734706599999999,Abgestorben,Schwarzkiefer,140,2019,so
1070,51.26436489,6.766379066,Abgestorben,Traubeneiche,160,2019,so
1071,51.25785494,6.746563813,Abgestorben,Kirsche,320,2019,so
1072,51.25918336,6.748861291,Abgestorben,Bergahorn,150,2019,so
1073,51.2591998,6.74894907,Abgestorben,Bergahorn,155,2019,so
1074,51.25922556,6.750321398,Abgestorben,Salweide,140,2019,so
1075,51.26386749,6.74288932,Abgestorben,Bergahorn,149,2019,so
1076,51.26350597,6.741534178999999,Abgestorben,Hainbuche,120,2019,so
1077,51.26329025,6.7393376179999995,Abgestorben,Spitzahorn,145,2019,so
1078,51.263745799999995,6.738757053,Abgestorben,Spitzahorn,110,2019,so
1079,51.26424861,6.738230207000001,Abgestorben,Bergahorn,124,2019,so
1080,51.26458704,6.737876422,Abgestorben,Bergahorn,120,2019,so
1081,51.26509973,6.736777087,Abgestorben,Bergahorn,210,2019,so
1082,51.26516115,6.736637452,Abgestorben,Bergahorn,150,2019,so
1083,51.26522985,6.736460186,Abgestorben,Bergahorn,150,2019,so
1084,51.26522414,6.736322846,Abgestorben,Bergahorn,150,2019,so
1085,51.26510442,6.737084495,Abgestorben,Bergahorn,150,2019,so
1086,51.26514371,6.737488545,Abgestorben,Bergahorn,150,2019,so
1087,51.25906486,6.748334592000001,Abgestorben,Silberahorn,380,2019,so
1088,51.25649956,6.7440037760000004,Abgestorben,Bergahorn,160,2019,so
1089,51.25658988,6.744056255,Abgestorben,Schwarzkiefer,90,2019,so
1090,51.25658042,6.746982035,Abgestorben,Fächerahorn,160,2019,so
1091,51.26639404,6.739873531000001,Abgestorben,Bergahorn,190,2019,so
1092,51.26017477,6.762137029,Abgestorben,Bergahorn,140,2019,so
1093,51.25933762,6.7623098520000005,Trocken,Spitzahorn,140,2019,so
1094,51.25920224,6.762284608,Abgestorben,Bergahorn,155,2019,so
1095,51.25900437,6.763098041,Abgestorben,Sandbirke,145,2019,so
1096,51.25878024,6.763234055,Abgestorben,Stieleiche,180,2019,so
1097,51.25879576,6.763293215,Abgestorben,Hainbuche,155,2019,so
1098,51.25881351,6.76335585,Abgestorben,Stieleiche,140,2019,so
1099,51.25726577,6.763259999,Abgestorben,Traubeneiche,90,2019,so
1100,51.25756055,6.763004176,Abgestorben,Traubeneiche,165,2019,so
1101,51.25822921,6.762580552999999,Abgestorben,Traubeneiche,156,2019,so
1102,51.25839439,6.762546014,Abgestorben,Traubeneiche,156,2019,so
1103,51.27027867,6.759912699,Abgestorben,Bergulme,102,2019,so
1104,51.27031421,6.759903945,Abgestorben,Bergulme,90,2019,so
1105,51.26938915,6.760191521,Abgestorben,Bergulme,82,2019,so
1106,51.26919819,6.760194788,Abgestorben,Bergulme,90,2019,so
1107,51.26721209,6.753975061,Abgestorben,Fichte,120,2019,so
1108,51.26723036,6.753999544,Abgestorben,Fichte,110,2019,so
1109,51.26721643,6.75387335,Abgestorben,Fichte,140,2019,so
1110,51.26720479,6.753829189,Abgestorben,Fichte,120,2019,so
1111,51.26724145,6.7538132079999995,Abgestorben,Fichte,153,2019,so
1112,51.2670982,6.7539502229999995,Abgestorben,Ahorn,112,2019,so
1113,51.26992028,6.736269206,Abgestorben,Feldahorn,90,2019,so
1114,51.26745614,6.729733327999999,Abgestorben,Götterbaum,155,2019,so
1115,51.27209652,6.731154516,Trocken,Diverse,80-480,2019,so
1116,51.17129753,6.846194291000001,Trocken,Buchen,200-350,2019,so
1117,51.22934861417635,6.780579372419014,Rußrindenkrankheit,Bergahorn,165,2020,so
1118,51.23206403881183,6.777579942453015,Rußrindenkrankheit,Bergahorn,251,2020,so
1119,51.217646249784394,6.767220455301679,Stammschaden,Echte Mehlbeere,72,2020,so
1120,51.215684877930705,6.7795546665543345,Pilzbefall,Spitzahorn,42,2020,so
1121,51.2301299891968,6.782353668449158,Abgestorben,Buche,176,2020,so
1122,51.2296780992795,6.790721601444155,Sturmschaden,Esche,120,2020,so
1123,51.23188589337429,6.773739968576728,Rußrindenkrankheit,Bergahorn,180,2020,so
1124,51.24729811683421,6.719877265641196,Abgestorben,Bergahorn,135,2020,so
1125,51.24714074854867,6.719955121480553,Pilzbefall,Süßkirsche,125,2020,so
1126,51.232004939781504,6.728189662314847,Fäule,Pappel,310,2020,so
1127,51.238018181378024,6.756381903373404,Absterbend,Sandbirke,88,2020,so
1128,51.23625205574667,6.723005062223778,Absterbend,Bergahorn,45,2020,so
1129,51.23347382131146,6.716264085249502,Pilzbefall,Holzpappel,390,2020,so
1130,51.23571970356034,6.710007573169693,Abgestorben,Salweide,43,2020,so
1131,51.235391136178514,6.709717930686043,Abgestorben,Süßkirsche,80,2020,so
1132,51.23519684552733,6.708263577851013,Abgestorben,Eberesche,60,2020,so
1133,51.23518319920426,6.707397288930794,Absterbend,Korbweide,85,2020,so
1134,51.235855623168185,6.705379922100697,Abgestorben,Esche,33,2020,so
1135,51.24779483448146,6.717502769088743,Absterbend,Bergahorn,100,2020,so
1136,51.23636538135246,6.709096817879658,Abgestorben,Sandbirke,65,2020,so
1137,51.23695734610371,6.7073725046513895,Abgestorben,Sandbirke,74,2020,so
1138,51.23699502316529,6.707675422352005,Abgestorben,Silberweide,100,2020,so
1139,51.23551586147254,6.726734701413781,Baummaßnahme,Graupappel,147,2020,so
1140,51.235664921124325,6.724305282496789,Fäule,Pyramidenpappel,245,2020,so
1141,51.24225643572564,6.770029497688713,Pilzbefall,Ross-Kastanie,300,2020,so
1142,51.239013452064256,6.769524074906513,Sturmschaden,Silberweide,390,2020,so
1143,51.2443090750275,6.766074830446695,Sturmschaden,Silberpappel,90,2020,so
1144,51.246569610350534,6.767714617135089,Pilzbefall,Silberahorn,390,2020,so
1145,51.24422424269324,6.767886574906224,Sturmschaden,Goldbirke,35,2020,so
1146,51.249726115573175,6.712268900606429,Pilzbefall,Hainbuche,80,2020,so
1147,51.249743903475455,6.712245092784223,Absterbend,Feldahorn,110,2020,so
1148,51.2497286048493,6.712198466619051,Absterbend,Feldahorn,300,2020,so
1149,51.249708990520354,6.71222543751119,Abgestorben,Feldahorn,75,2020,so
1150,51.24969003443015,6.712240086163383,Absterbend,Feldahorn,110,2020,so
1151,51.2495899120026,6.711980359549483,Abgestorben,Feldahorn,310,2020,so
1152,51.2496946784195,6.711029335701611,Abgestorben,Echte Mehlbeere,75,2020,so
1153,51.24994107288383,6.710919961616389,Absterbend,Feldahorn,120,2020,so
1154,51.24957264821565,6.71056000574052,Schrägstand,Walnuss,70,2020,so
1155,51.2495462155939,6.710615321874817,Schrägstand,Bergahorn,60,2020,so
1156,51.249541146560105,6.7106273905358025,Schrägstand,Buche,90,2020,so
1157,51.248443977833745,6.715647207996986,Absterbend,Feldahorn,80,2020,so
1158,51.24845053884186,6.715729953056675,Abgestorben,Stieleiche,120,2020,so
1159,51.24961192779989,6.71336869101511,Abgestorben,Süßkirsche,120,2020,so
1160,51.24947701947197,6.713739815597721,Abgestorben,Süßkirsche,110,2020,so
1161,51.24671029863614,6.7189534982328,Abgestorben,Buche,120,2020,so
1162,51.246901327523915,6.719163232710266,Sturmschaden,Holländische Linde,125,2020,so
1163,51.24688849812602,6.719141653305098,Abgestorben,Süßkirsche,50,2020,so
1164,51.246846480282095,6.719126481243348,Absterbend,Süßkirsche,60,2020,so
1165,51.2468395087401,6.719082515813741,Abgestorben,Süßkirsche,70,2020,so
1166,51.24680497706359,6.7190546845586505,Absterbend,Süßkirsche,70,2020,so
1167,51.246788902357046,6.719023458475804,Abgestorben,Süßkirsche,80,2020,so
1168,51.246752850358455,6.719000665302325,Absterbend,Süßkirsche,90,2020,so
1169,51.246748742022135,6.718946750905659,Abgestorben,Süßkirsche,100,2020,so
1170,51.24672479677722,6.718908470311795,Abgestorben,Süßkirsche,110,2020,so
1171,51.24678732126858,6.718942360063791,Absterbend,Süßkirsche,120,2020,so
1172,51.24679538279893,6.7189592125835205,Abgestorben,Süßkirsche,130,2020,so
1173,51.24682700974061,6.7189994762897305,Abgestorben,Süßkirsche,140,2020,so
1174,51.246841605646104,6.719033256966346,Absterbend,Süßkirsche,150,2020,so
1175,51.245895492501475,6.716079083648133,Absterbend,Stieleiche,170,2020,so
1176,51.24625646030837,6.715606516805452,Schrägstand,Winterlinde,185,2020,so
1177,51.24677988935308,6.714856716982312,Abgestorben,Feldahorn,110,2020,so
1178,51.24707822815178,6.714294598265949,Abgestorben,Süßkirsche,100,2020,so
1179,51.24693756589581,6.714596860245535,Abgestorben,Süßkirsche,120,2020,so
1180,51.24225456538885,6.750341047118517,Abgestorben,Süßkirsche,89,2020,so
1181,51.246109966300104,6.739894310158162,Pilzbefall,Silberweide,90,2020,so
1182,51.24608849368984,6.7399790196531955,Abgestorben,Silberweide,90,2020,so
1183,51.246069511227496,6.7400390299211645,Stammschaden,Silberweide,90,2020,so
1184,51.250953785289866,6.726538168785722,Pilzbefall,Walnuss,165,2020,so
1185,51.245693907781636,6.729004593277298,Abgestorben,Silberweide,245,2020,so
1186,51.24576021796315,6.729066903738056,Absterbend,Silberweide,245,2020,so
1187,51.24039675409369,6.742730718390894,Abgestorben,Süßkirsche,90,2020,so
1188,51.23903044997383,6.737149779221951,Rußrindenkrankheit,Spitzahorn,90,2020,so
1189,51.23914519369289,6.7372524824000255,Sturmschaden,Spitzahorn,150,2020,so
1190,51.239132792546386,6.753953854518991,Pilzbefall,Walnuss,165,2020,so
1191,51.24270604928845,6.730034860908374,Pilzbefall,Silberahorn,210,2020,so
1192,51.242839060532,6.729804296708711,Absterbend,Feldahorn,125,2020,so
1193,51.24287530090898,6.729322583009473,Fäule,Holzpappel,240,2020,so
1194,51.23635624982089,6.753538733924488,Abgestorben,Sandbirke,123,2020,so
1195,51.23611074138184,6.752801968633054,Pilzbefall,Robinie,165,2020,so
1196,51.23676506723042,6.755780858309947,Fäule,Walnuss,140,2020,so
1197,51.23691108917062,6.755377525225488,Rußrindenkrankheit,Spitzahorn,245,2020,so
1198,51.247911038587105,6.730752755590809,Fäule,Spitzahorn,180,2020,so
1199,51.22675769196639,6.693247740381241,Fäule,Holländische Linde,130,2020,so
1200,51.23233742107891,6.7144954692426655,Abgestorben,Feldahorn,90,2020,so
1201,51.232158774811815,6.714432150336076,Abgestorben,Eberesche,300,2020,so
1202,51.236329630762846,6.7204181082674,Abgestorben,Robinie,180,2020,so
1203,51.236383445620405,6.721588167268628,Abgestorben,Sandbirke,120,2020,so
1204,51.23616342599512,6.723930764589608,Stammschaden,Bergahorn,95,2020,so
1205,51.23775866539248,6.7105527457353675,Pilzbefall,Ross-Kastanie,234,2020,so
1206,51.23832877350417,6.709350480593872,Rußrindenkrankheit,Bergahorn,90,2020,so
1207,51.237976184614226,6.709749115088656,Pilzbefall,Holländische Linde,60,2020,so
1208,51.23701601646717,6.735221443955287,Fäule,Feldahorn,89,2020,so
1209,51.2373120902916,6.735503422162751,Fäule,Feldahorn,110,2020,so
1210,51.23729581221647,6.735489336518983,Fäule,Feldahorn,100,2020,so
1211,51.24735566206183,6.719775634701637,Rußrindenkrankheit,Spitzahorn,180,2020,so
1212,51.247298734847625,6.720125848707881,Abgestorben,Buche,145,2020,so
1213,51.24711263828976,6.720219895059193,Abgestorben,Stieleiche,125,2020,so
1214,51.247091299034004,6.720333795214782,Abgestorben,Stieleiche,90,2020,so
1215,51.24674370891139,6.720483210651902,Abgestorben,Süßkirsche,90,2020,so
1216,51.24675781643415,6.720261197356628,Abgestorben,Stieleiche,260,2020,so
1217,51.24679911108119,6.7200962105297934,Absterbend,Süßkirsche,90,2020,so
1218,51.24689582319626,6.720080319045716,Pilzbefall,Süßkirsche,90,2020,so
1219,51.2470850139144,6.719655975362268,Rußrindenkrankheit,Spitzahorn,500,2020,so
1220,51.234070003676294,6.704929884021689,Rußrindenkrankheit,Spitzahorn,80,2020,so
1221,51.234068259839,6.7049509977343575,Sturmschaden,Silberweide,250,2020,so
1222,51.23406499667212,6.705050506400907,Sturmschaden,Silberpappel,222,2020,so
1223,51.234028200728204,6.705264969356072,Rußrindenkrankheit,Spitzahorn,200,2020,so
1224,51.233985301737484,6.705736783263498,Abgestorben,Silberweide,123,2020,so
1225,51.23403458348589,6.705219054045633,Abgestorben,Stieleiche,60,2020,so
1226,51.23396302911554,6.705871140383087,Pilzbefall,Bergahorn,60,2020,so
1227,51.23396465667891,6.7055414810740075,Rußrindenkrankheit,Spitzahorn,110,2020,so
1228,51.23396668073205,6.7056080047922855,Rußrindenkrankheit,Spitzahorn,120,2020,so
1229,51.23396270603899,6.705666676150456,Sturmschaden,Silberpappel,70,2020,so
1230,51.233943349378606,6.706101052347137,Rußrindenkrankheit,Spitzahorn,160,2020,so
1231,51.233942187450374,6.706115167430018,Rußrindenkrankheit,Spitzahorn,80,2020,so
1232,51.233931850602644,6.706225422920219,Abgestorben,Süßkirsche,80,2020,so
1233,51.233851226425934,6.707011441985627,Rußrindenkrankheit,Bergahorn,110,2020,so
1234,51.23383180631567,6.707034497709158,Rußrindenkrankheit,Bergahorn,110,2020,so
1235,51.233828222819454,6.706929660070628,Rußrindenkrankheit,Spitzahorn,45,2020,so
1236,51.233771655359256,6.707782639861701,Abgestorben,Süßkirsche,100,2020,so
1237,51.23355894752946,6.708532809638879,Absterbend,Feldahorn,180,2020,so
1238,51.2351044628483,6.745702104977506,Pilzbefall,Silberahorn,210,2020,so
1239,51.2512760606967,6.755455550873379,Fäule,Ross-Kastanie,235,2020,so
1240,51.26975542369172,6.750676118524746,Abgestorben,Waldkiefer,50,2020,so
1241,51.270661487516,6.749658941837687,Abgestorben,Waldkiefer,30,2020,so
1242,51.26637626229315,6.7427686632341945,Rußrindenkrankheit,Bergahorn,70,2020,so
1243,51.27022171599746,6.7482009971964905,Abgestorben,Sandbirke,50,2020,so
1244,51.268512780940206,6.768824110203723,Absterbend,Sandbirke,"110, 100, 85",2020,so
1245,51.26849822151942,6.768864485257119,Absterbend,Sandbirke,"110, 85",2020,so
1246,51.26706924682049,6.752620105609419,Abgestorben,Sandbirke,100,2020,so
1247,51.252758411781464,6.7641000758202585,Pilzbefall,Winterlinde,80,2020,so
1248,51.270492973459476,6.734220951997628,Stammschaden,Bergahorn,2x 70,2020,so
1249,51.270676656248035,6.736738438993656,Abgestorben,Abendländischer Lebensbaum,55,2020,so
1250,51.27067764296016,6.736761562029826,Abgestorben,Abendländischer Lebensbaum,60,2020,so
1251,51.26986976940074,6.735508531640702,Absterbend,Fichte,100,2020,so
1252,51.26960355235542,6.7369416737944325,Abgestorben,Salweide,80,2020,so
1253,51.26944510939164,6.737973709042689,Rußrindenkrankheit,Bergahorn,"40, 60",2020,so
1254,51.270040343743545,6.733539219947853,Abgestorben,Sandbirke,60,2020,so
1255,51.270285133161316,6.732705416377701,Abgestorben,Fichte,90,2020,so
1256,51.270122012347365,6.731582075258934,Abgestorben,Salweide,50,2020,so
1257,51.270032154281104,6.731316131388367,Abgestorben,Bergahorn,60,2020,so
1258,51.27101633415222,6.731572776292838,Rußrindenkrankheit,Bergahorn,30,2020,so
1259,51.270993865914285,6.731582631648854,Rußrindenkrankheit,Bergahorn,25,2020,so
1260,51.26796303777519,6.727505966551408,Rußrindenkrankheit,Bergahorn,100,2020,so
1261,51.267632522451926,6.727257121007545,Abgestorben,Bergahorn,40,2020,so
1262,51.26615503283784,6.726675973707416,Abgestorben,Bergahorn,40,2020,so
1263,51.265756761128934,6.725837075823987,Abgestorben,Eberesche,50,2020,so
1264,51.26854942632843,6.744482594912197,Abgestorben,Zitterpappel,60,2020,so
1265,51.26856746998175,6.737557546825503,Rußrindenkrankheit,Bergahorn,6x50,2020,so
1266,51.26883926460445,6.737579422604015,Rußrindenkrankheit,Bergahorn,70,2020,so
1267,51.26855448869682,6.740124549081241,Rußrindenkrankheit,Bergahorn,70,2020,so
1268,51.26876710080325,6.7415894652812245,Rußrindenkrankheit,Bergahorn,70,2020,so
1269,51.26864273291826,6.7421340418979065,Rußrindenkrankheit,Bergahorn,100,2020,so
1270,51.26857379573134,6.7420423756784364,Rußrindenkrankheit,Bergahorn,70,2020,so
1271,51.26830681382961,6.742018227988821,Absterbend,Buche,100,2020,so
1272,51.26896195272067,6.743945554646291,Abgestorben,Waldkiefer,80,2020,so
1273,51.269001524331856,6.744010854838753,Absterbend,Waldkiefer,80,2020,so
1274,51.267995769315576,6.7321966728382465,Rußrindenkrankheit,Bergahorn,90,2020,so
1275,51.268059657108296,6.732277932573553,Rußrindenkrankheit,Bergahorn,90,2020,so
1276,51.26811893073643,6.732121097058108,Rußrindenkrankheit,Bergahorn,90,2020,so
1277,51.268997198061435,6.732021100234543,Rußrindenkrankheit,Bergahorn,80,2020,so
1278,51.26899816107757,6.73203831261658,Rußrindenkrankheit,Bergahorn,80,2020,so
1279,51.26901304932579,6.7324725030707135,Sturmschaden,Waldkiefer,100,2020,so
1280,51.26887029445,6.732896603747139,Rußrindenkrankheit,Bergahorn,20-30,2020,so
1281,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1282,51.26954379262738,6.737543390784228,Rußrindenkrankheit,Bergahorn,50,2020,so
1283,51.26870777139793,6.7389873454183515,Rußrindenkrankheit,Bergahorn,50,2020,so
1284,51.26878480369648,6.738022812006147,Rußrindenkrankheit,Bergahorn,50,2020,so
1285,51.26874970326876,6.73732811894066,Rußrindenkrankheit,Bergahorn,50,2020,so
1286,51.26890899994606,6.733799299509267,Rußrindenkrankheit,Bergahorn,60,2020,so
1287,51.26884612523508,6.733352457981549,Rußrindenkrankheit,Bergahorn,100,2020,so
1288,51.268446304437646,6.769450821387585,Absterbend,Sandbirke,220,2020,so
1289,51.268424142789485,6.769491319896432,Absterbend,Sandbirke,240,2020,so
1290,51.26967082766571,6.737737767947882,Rußrindenkrankheit,Bergahorn,90,2020,so
1291,51.26883926460445,6.737579422604015,Rußrindenkrankheit,Bergahorn,70,2020,so
1292,51.26883926460445,6.737579422604015,Rußrindenkrankheit,Bergahorn,70,2020,so
1293,51.26883926460445,6.737579422604015,Rußrindenkrankheit,Bergahorn,70,2020,so
1294,51.26883926460445,6.737579422604015,Rußrindenkrankheit,Bergahorn,70,2020,so
1295,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1296,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1297,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1298,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1299,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1300,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1301,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1302,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1303,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1304,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1305,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1306,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1307,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1308,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1309,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1310,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1311,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1312,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1313,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1314,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1315,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1316,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1317,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1318,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1319,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1320,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1321,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1322,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1323,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1324,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1325,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1326,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1327,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1328,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1329,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1330,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1331,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1332,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1333,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1334,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1335,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1336,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1337,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1338,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1339,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1340,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1341,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1342,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1343,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1344,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1345,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1346,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1347,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1348,51.2695484786496,6.737660197555009,Rußrindenkrankheit,Bergahorn,50,2020,so
1349,51.26954379262738,6.737543390784228,Rußrindenkrankheit,Bergahorn,50,2020,so
1350,51.26954379262738,6.737543390784228,Rußrindenkrankheit,Bergahorn,50,2020,so
1351,51.26954379262738,6.737543390784228,Rußrindenkrankheit,Bergahorn,50,2020,so
1352,51.26954379262738,6.737543390784228,Rußrindenkrankheit,Bergahorn,50,2020,so
1353,51.26954379262738,6.737543390784228,Rußrindenkrankheit,Bergahorn,50,2020,so
1354,51.26954379262738,6.737543390784228,Rußrindenkrankheit,Bergahorn,50,2020,so
1355,51.26954379262738,6.737543390784228,Rußrindenkrankheit,Bergahorn,50,2020,so
1356,51.26954379262738,6.737543390784228,Rußrindenkrankheit,Bergahorn,50,2020,so
1357,51.26954379262738,6.737543390784228,Rußrindenkrankheit,Bergahorn,50,2020,so
1358,51.26954379262738,6.737543390784228,Rußrindenkrankheit,Bergahorn,50,2020,so
1359,51.26954379262738,6.737543390784228,Rußrindenkrankheit,Bergahorn,50,2020,so
1360,51.26954379262738,6.737543390784228,Rußrindenkrankheit,Bergahorn,50,2020,so
1361,51.26954379262738,6.737543390784228,Rußrindenkrankheit,Bergahorn,50,2020,so
1362,51.26954379262738,6.737543390784228,Rußrindenkrankheit,Bergahorn,50,2020,so
1363,51.26954379262738,6.737543390784228,Rußrindenkrankheit,Bergahorn,50,2020,so
1364,51.26954379262738,6.737543390784228,Rußrindenkrankheit,Bergahorn,50,2020,so
1365,51.26954379262738,6.737543390784228,Rußrindenkrankheit,Bergahorn,50,2020,so
1366,51.26954379262738,6.737543390784228,Rußrindenkrankheit,Bergahorn,50,2020,so
1367,51.26954379262738,6.737543390784228,Rußrindenkrankheit,Bergahorn,50,2020,so
1368,51.26870777139793,6.7389873454183515,Rußrindenkrankheit,Bergahorn,50,2020,so
1369,51.26870777139793,6.7389873454183515,Rußrindenkrankheit,Bergahorn,50,2020,so
1370,51.26870777139793,6.7389873454183515,Rußrindenkrankheit,Bergahorn,50,2020,so
1371,51.26870777139793,6.7389873454183515,Rußrindenkrankheit,Bergahorn,50,2020,so
1372,51.26870777139793,6.7389873454183515,Rußrindenkrankheit,Bergahorn,50,2020,so
1373,51.26870777139793,6.7389873454183515,Rußrindenkrankheit,Bergahorn,50,2020,so
1374,51.26870777139793,6.7389873454183515,Rußrindenkrankheit,Bergahorn,50,2020,so
1375,51.26870777139793,6.7389873454183515,Rußrindenkrankheit,Bergahorn,50,2020,so
